/file/	C:\Users\Федор\Desktop\Ю4-6_ЭН\Ю4-6_РД_ЭН_План наружного освещения.dwg
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	Массштаб	Distance1	Angle1	Position1 X	Position1 Y	H_Text	Angle2	N_PYLON	GROUP	POWER	TYPE	NAME	MANUFACTURER	SPECIFICATION_SECTION
A7578	ЭО_Опора_1_свет	*U129	ЭО_Пл_Светильники	(1.0333e+008 1.0513e+008 0.0)	3.14	1:500	625.0	5.75004	1500.0	861.211	-508.247	2402.77	-309.388					Светотехническое оборудование	60Вт
A753E	ЭО_Опора_1_свет	*U139	ЭО_Пл_Светильники	(1.0333e+008 1.05105e+008 0.0)	3.14	1:500	625.0	6.27986	1500.0	999.994	-3.32252	751.371	-1299.35					Светотехническое оборудование	60Вт
A74CA	ЭО_Опора_1_свет	*U137	ЭО_Пл_Светильники	(1.0333e+008 1.0503e+008 0.0)	3.14	1:500	625.0	0.0393238	1500.0	999.227	39.3137	788.466	-1489.13					Светотехническое оборудование	60Вт
61184	ЭО_Опора_1_свет	*U135	ЭО_Пл_Светильники	(1.034e+008 1.05041e+008 0.0)	0	1:500	625.0	3.14134	1500.0	-1000.0	0.253736	-2828.1	-2845.35					Светотехническое оборудование	60Вт
324FD	ЭО_Опора_1_свет	*U140	ЭО_Пл_Светильники	(1.0345e+008 1.05039e+008 0.0)	0	1:500	625.0	4.71231	1500.0	-0.075253	-1000.0	-1786.65	-5002.93					Светотехническое оборудование	80Вт
324D7	ЭО_Опора_1_свет	*U128	ЭО_Пл_Светильники	(1.0345e+008 1.04986e+008 0.0)	0	1:500	625.0	4.7165	1500.0	4.11567	-999.992	-1592.74	-4071.61					Светотехническое оборудование	40Вт
316D8	ЭО_Опора_1_свет	*U138	ЭО_Пл_Светильники	(1.0333e+008 1.05055e+008 0.0)	3.14	1:500	625.0	0.00547191	1500.0	999.985	5.47189	671.618	-847.585					Светотехническое оборудование	60Вт
1C13B	ЭО_Опора_1_свет	*U127	ЭО_Пл_Опора_Светильники	(1.03718e+008 1.05106e+008 -0.0107754)	0	1:500	625.0	1.5708	1500.0	7.65666e-009	1000.0	665.83	-134.081		NBL 90 E60			Светотехническое оборудование	
//HANDLE	NAME_BLOCK	NAME_INSIDE	LAYER	POINT	ANGLE	Расстояние2	Расстояние1	Угол1
1C510D	Труба с размером	*U568	_ПР_НО	(1.03395e+008 1.05008e+008 0.0)	6.28	500.0	6000.0	3.38737
1B1D7E	Труба с размером	*U598	_ПР_НО	(1.03264e+008 1.04885e+008 0.0)	6.28	500.0	6000.0	0.180508
1B1D58	Труба с размером	*U597	_ПР_НО	(1.03273e+008 1.04885e+008 0.0)	6.28	500.0	3000.0	2.79042
1A6D11	Труба с размером	*U597	_ПР_НО	(1.03269e+008 1.04882e+008 0.0)	6.28	500.0	3000.0	2.79042
19BB8C	Труба с размером	*U596	_ПР_НО	(1.03462e+008 1.04738e+008 0.0)	6.28	500.0	3000.0	5.10795
19BB42	Труба с размером	*U595	_ПР_НО	(1.03462e+008 1.04738e+008 0.0)	6.28	500.0	4000.0	0.623514
198E66	Труба с размером	*U594	_ПР_НО	(1.03431e+008 1.04845e+008 0.0)	6.28	500.0	13000.0	0.623514
198DDA	Труба с размером	*U592	_ПР_НО	(1.03422e+008 1.04838e+008 0.0)	6.28	500.0	4000.0	0.647661
198D62	Труба с размером	*U591	_ПР_НО	(1.03422e+008 1.04851e+008 0.0)	6.28	500.0	12000.0	4.67739
198D18	Труба с размером	*U590	_ПР_НО	(1.03415e+008 1.04855e+008 0.0)	6.28	500.0	7000.0	5.81958
19604C	Труба с размером	*U589	_ПР_НО	(1.03406e+008 1.04827e+008 0.0)	6.28	500.0	10000.0	0.631042
196003	Труба с размером	*U588	_ПР_НО	(1.03401e+008 1.04823e+008 0.0)	6.28	500.0	4000.0	0.630825
195F89	Труба с размером	*U587	_ПР_НО	(1.03345e+008 1.04788e+008 0.0)	6.28	500.0	6000.0	6.11073
195F4C	Труба с размером	*U586	_ПР_НО	(1.03375e+008 1.04804e+008 0.0)	6.28	500.0	5000.0	0.630825
195EF2	Труба с размером	*U585	_ПР_НО	(1.03369e+008 1.04861e+008 0.0)	6.28	500.0	8000.0	0.630825
195EA8	Труба с размером	*U584	_ПР_НО	(1.03329e+008 1.04932e+008 0.0)	6.28	500.0	8000.0	5.20801
195E5E	Труба с размером	*U583	_ПР_НО	(1.03319e+008 1.04943e+008 0.0)	6.28	500.0	4000.0	5.67417
195E14	Труба с размером	*U582	_ПР_НО	(1.03278e+008 1.0489e+008 0.0)	6.28	500.0	9000.0	0.166732
195DB1	Труба с размером	*U581	_ПР_НО	(1.03264e+008 1.04885e+008 0.0)	6.28	500.0	11000.0	0.460158
195D48	Труба с размером	*U580	_ПР_НО	(1.03415e+008 1.04986e+008 0.0)	6.28	500.0	11000.0	4.70224
1903F3	Труба с размером	*U579	_ПР_НО	(1.03177e+008 1.04982e+008 0.0)	6.28	500.0	10000.0	6.08789
1903D8	Труба с размером	*U575	_ПР_НО	(1.03209e+008 1.04948e+008 0.0)	6.28	500.0	5000.0	4.71325
1903BD	Труба с размером	*U575	_ПР_НО	(1.03209e+008 1.04958e+008 0.0)	6.28	500.0	5000.0	4.71325
19039E	Труба с размером	*U575	_ПР_НО	(1.03214e+008 1.04967e+008 0.0)	6.28	500.0	5000.0	4.71325
190343	Труба с размером	*U578	_ПР_НО	(1.03212e+008 1.04997e+008 0.0)	6.28	500.0	15000.0	4.83106
1902F5	Труба с размером	*U575	_ПР_НО	(1.03214e+008 1.05014e+008 0.0)	6.28	500.0	5000.0	4.71325
1902B8	Труба с размером	*U577	_ПР_НО	(1.03214e+008 1.05027e+008 0.0)	6.28	500.0	4000.0	4.71325
19027B	Труба с размером	*U576	_ПР_НО	(1.03211e+008 1.05034e+008 0.0)	6.28	500.0	5000.0	5.38195
190250	Труба с размером	*U575	_ПР_НО	(1.03211e+008 1.0505e+008 0.0)	6.28	500.0	5000.0	4.71325
1901B9	Труба с размером	*U575	_ПР_НО	(1.03303e+008 1.05099e+008 0.0)	6.28	500.0	5000.0	4.71325
19019A	Труба с размером	*U575	_ПР_НО	(1.03303e+008 1.0507e+008 0.0)	6.28	500.0	5000.0	4.71325
190177	Труба с размером	*U575	_ПР_НО	(1.03303e+008 1.0505e+008 0.0)	6.28	500.0	5000.0	4.71325
18D4B6	Труба с размером	*U575	_ПР_НО	(1.03303e+008 1.05034e+008 0.0)	6.28	500.0	5000.0	4.71325
18D470	Труба с размером	*U574	_ПР_НО	(1.03303e+008 1.05023e+008 0.0)	6.28	500.0	19000.0	4.23137
18D419	Труба с размером	*U573	_ПР_НО	(1.0333e+008 1.05013e+008 0.0)	6.28	500.0	7000.0	4.71325
18D3B0	Труба с размером	*U572	_ПР_НО	(1.0333e+008 1.05044e+008 0.0)	6.28	500.0	6000.0	4.71325
18D320	Труба с размером	*U566	_ПР_НО	(1.0333e+008 1.0507e+008 0.0)	6.28	500.0	5000.0	4.72698
18D301	Труба с размером	*U566	_ПР_НО	(1.0333e+008 1.05127e+008 0.0)	6.28	500.0	5000.0	4.72698
18A5D2	Труба с размером	*U569	_ПР_НО	(1.03388e+008 1.05005e+008 0.0)	6.28	500.0	12000.0	4.25581
18A588	Труба с размером	*U568	_ПР_НО	(1.03395e+008 1.05006e+008 0.0)	6.28	500.0	6000.0	3.38737
1878ED	Труба с размером	*U566	_ПР_НО	(1.03414e+008 1.05144e+008 0.0)	6.28	500.0	5000.0	4.72698
187871	Труба с размером	*U567	_ПР_НО	(1.03414e+008 1.05117e+008 0.0)	6.28	500.0	7000.0	4.72828
18785A	Труба с размером	*U566	_ПР_НО	(1.03414e+008 1.05096e+008 0.0)	6.28	500.0	5000.0	4.72698
1877EA	Труба с размером	*U566	_ПР_НО	(1.03418e+008 1.05079e+008 0.0)	6.28	500.0	5000.0	4.72698
18772C	Труба с размером	*U565	_ПР_НО	(1.03415e+008 1.05055e+008 0.0)	6.28	500.0	3000.0	0.0813619
